"Frame" "Untracked" "Tracking ID" "Lineage ID" "Position X (µm)" "Position Y (µm)" "Pixel Position X (Pixels)" "Pixel Position Y (pixels)" "Volume (µm³)" "Mean Thickness (µm)" "Radius (µm)" "Area (µm²)" "Sphericity ()" "Length (µm)" "Width (µm)" "Orientation (°)" "Dry Mass (pg)" "Displacement (µm)" "Instantaneous Velocity (µm/s)" "Instantaneous Velocity X (µm/s)" "Instantaneous Velocity Y (µm/s)" "Track Length (µm)"
79 "1" "56" "55" "461.792266845703" "97.4050140380859" "568" "119" "1170.43811035156" "3.03930592536926" "11.0680294036865" "384.849060058594" "0.608508706092834" "30.3324680328369" "17.598295211792" "70.3461761474609" "292.609252929688" "34.9721412658691" "0.0186190195381641" "0.0168948285281658" "0.00782513059675694" "154.460906982422"
80 "1" "56" "55" "466.308685302734" "102.882751464844" "573" "126" "1182.83874511719" "4.55799007415771" "9.08724594116211" "259.426574707031" "0.86581426858902" "21.1243953704834" "16.2495346069336" "90" "295.709533691406" "35.5824890136719" "0.011589964851737" "0.00434494018554688" "0.0107447095215321" "161.560455322266"
81 "1" "56" "55" "464.920623779297" "105.141204833984" "572" "129" "1215.60876464844" "4.60896921157837" "9.15635108947754" "263.387268066406" "0.890765607357025" "19.4994430541992" "16.2495346069336" "90" "303.901824951172" "38.2078056335449" "0.000439105642726645" "0.000126054554129951" "0.000420623342506588" "164.211364746094"
82 "1" "56" "55" "466.399444580078" "103.185600280762" "574" "127" "1197.49169921875" "4.0473484992981" "9.70230674743652" "295.733093261719" "0.804391801357269" "19.4994430541992" "18.6869659423828" "90" "299.372741699219" "35.757884979248" "0.00239226804114878" "0.000351460766978562" "-0.00236630975268781" "166.663162231445"
83 "1" "56" "55" "465.173675537109" "103.437461853027" "572" "127" "1205.15209960938" "4.48329639434814" "9.24768829345703" "268.668212890625" "0.88239997625351" "19.4994430541992" "16.2495346069336" "90" "301.287811279297" "36.7391242980957" "0.00235610245727003" "-0.00026694402913563" "-0.00234093144536018" "167.914535522461"
84 "1" "56" "55" "466.207244873047" "101.500129699707" "573" "124" "1227.455078125" "3.91375923156738" "9.99039840698242" "313.556274414063" "0.757878839969635" "25.6170921325684" "16.9466915130615" "-75.9637603759766" "306.863555908203" "34.5991592407227" "0.00470008235424757" "0.00439758319407701" "-0.00165892706718296" "170.110336303711"
85 "1" "56" "55" "468.339935302734" "102.243034362793" "576" "125" "1225.15588378906" "3.46134448051453" "10.6125173568726" "353.823516845703" "0.68047034740448" "28.6765880584717" "17.1298198699951" "-38.6598091125488" "306.288604736328" "33.8096733093262" "0.00568050798028708" "-0.00168461271096021" "0.00542496563866735" "172.368713378906"
86 "1" "56" "55" "464.994323730469" "105.406105041504" "572" "129" "1271.54138183594" "3.13149189949036" "11.3677253723145" "405.972869873047" "0.624021649360657" "29.8744049072266" "17.8097438812256" "-45" "317.884887695313" "38.3669242858887" "0.00995337590575218" "-0.00635986309498549" "0.00765648949891329" "176.972854614258"
87 "1" "56" "55" "463.760833740234" "107.755706787109" "570" "132" "1226.78161621094" "2.78607225418091" "11.8385610580444" "440.299011230469" "0.569148898124695" "26.8117332458496" "24.3743019104004" "0" "306.695281982422" "40.973087310791" "0.0108771547675133" "-0.00498894602060318" "0.00966555252671242" "179.626556396484"
88 "1" "56" "55" "461.402282714844" "112.365303039551" "567" "138" "1197.81970214844" "3.32762670516968" "10.701244354248" "359.764587402344" "0.671359360218048" "28.7253913879395" "16.6607265472412" "-45" "299.454498291016" "46.0648460388184" "0.0137354014441371" "-0.00532828457653522" "0.0126598039641976" "184.804504394531"
89 "1" "56" "55" "459.924468994141" "116.870765686035" "566" "143" "1241.65161132813" "4.06180572509766" "9.86339664459229" "305.634857177734" "0.796367764472961" "24.3743019104004" "16.2495346069336" "90" "310.412567138672" "50.5765113830566" "0.00320957857184112" "-0.00227668299339712" "0.0022623238619417" "189.546142578125"
90 "1" "56" "55" "459.763519287109" "114.002166748047" "565" "140" "1254.63305664063" "3.90806555747986" "10.105414390564" "320.817596435547" "0.758719682693481" "25.3953838348389" "17.3333568572998" "-60.2551155090332" "313.657928466797" "48.3592185974121" "0.000905337801668793" "0.000104808794276323" "-0.000899250619113445" "192.419250488281"
91 "1" "56" "55" "460.001037597656" "116.237487792969" "566" "143" "1227.6708984375" "4.12234830856323" "9.73473834991455" "297.713409423828" "0.798975110054016" "23.5618267059326" "17.06201171875" "0" "306.917388916016" "50.0159797668457" "0.00242693070322275" "-0.00239667086862028" "-0.00038204831071198" "194.66716003418"
92 "1" "56" "55" "458.03857421875" "113.733283996582" "563" "139" "1252.31774902344" "3.25331044197083" "11.0680294036865" "384.849060058594" "0.648477792739868" "30.8651294708252" "17.1184749603271" "-61.3895416259766" "313.078979492188" "49.2158584594727" "0.00346961221657693" "-0.00135743885766715" "0.00319304992444813" "197.848709106445"
93 "1" "56" "55" "459.023681640625" "118.536483764648" "564" "145" "1260.76916503906" "3.81967210769653" "10.2499322891235" "330.059234619141" "0.768788695335388" "23.0553817749023" "18.5231285095215" "-75.9637603759766" "315.191680908203" "52.4572448730469" "0.00927812606096268" "-0.00508829765021801" "0.00775840552523732" "202.751892089844"
94 "1" "56" "55" "454.375" "119.3193359375" "559" "146" "1273.509765625" "3.59792566299438" "10.6125173568726" "353.823516845703" "0.697928547859192" "21.437686920166" "21.0743389129639" "-26.5650501251221" "318.377136230469" "55.8651885986328" "0.00643200054764748" "-0.00642848527058959" "-0.000212616389035247" "207.466033935547"
95 "1" "56" "55" "454.395172119141" "118.383399963379" "559" "145" "1262.55090332031" "3.38877010345459" "10.8861808776855" "372.306823730469" "0.682195961475372" "29.3499546051025" "15.7654733657837" "-85.6012878417969" "315.637359619141" "55.1224098205566" "0.007072898093611" "-0.00189268321264535" "0.00681495666503906" "208.40217590332"
96 "1" "56" "55" "453.012268066406" "124.226104736328" "557" "152" "1237.25463867188" "3.40548753738403" "10.7502202987671" "363.065155029297" "0.67639172077179" "25.1867790222168" "17.8744888305664" "90" "309.313262939453" "60.5883255004883" "0.0144950756803155" "-0.00472022173926234" "0.013704989105463" "214.406311035156"
